species_label,lat,lng,province,city,district,address,year,count
福寿螺,26.812352192779315,106.87807864831862,贵州省,,,贵州省,,1
福寿螺,30.054334441650486,107.87885259548561,重庆市,,,重庆市,,1
福寿螺,35.19121369248034,108.8741944770952,陕西省,,,陕西省,,1
福寿螺,46.52565596292599,131.5179082783579,黑龙江省,双鸭山市,宝山区,黑龙江省 双鸭山市 宝山区,,1
福寿螺,23.738660167192396,120.96479657390617,台湾省,,,台湾省,1979,1
福寿螺,22.51752542481116,113.4045298350969,广东省,中山市,,广东省 中山市,1981,3
福寿螺,28.754324390906085,121.14147722478135,浙江省,台州市,,浙江省 台州市,1999,1
福寿螺,29.72778706869243,121.48336208357286,浙江省,宁波市,,浙江省 宁波市,2002,1
福寿螺,25.74238483268029,100.21069268965762,云南省,大理白族自治州,大理市,云南省 大理白族自治州 大理市,2009,1
福寿螺,40.18698478637371,116.41892401824191,北京市,,,北京市,2014,1
福寿螺,25.352089991530782,110.51831051324464,广西壮族自治区,桂林市,,广西壮族自治区 桂林市,2017,1
福寿螺,25.724794627466586,100.04027091844901,云南省,大理白族自治州,,云南省 大理白族自治州,2023,1
福寿螺,31.656953366553253,118.04724119878372,安徽省,马鞍山市,含山县,安徽省 马鞍山市 含山县,2023,1
福寿螺,31.75434787304999,118.29836916165424,安徽省,马鞍山市,和县,安徽省 马鞍山市 和县,2023,1
福寿螺,31.463438725149594,118.60137812717984,安徽省,马鞍山市,当涂县,安徽省 马鞍山市 当涂县,2023,1
福寿螺,31.717182915806806,118.5529480487675,安徽省,马鞍山市,花山区,安徽省 马鞍山市 花山区,2023,1
福寿螺,31.640149741656295,118.54099506090544,安徽省,马鞍山市,雨山区,安徽省 马鞍山市 雨山区,2023,1
福寿螺,28.12505282298817,112.35302172306602,湖南省,长沙市,宁乡市,湖南省 长沙市 宁乡市,2023,1
福寿螺,33.041687462318585,112.289973435647,河南省,南阳市,,河南省 南阳市,2024,1
红耳彩龟,31.21078225224992,121.48904433261578,上海市,,,上海市,,1
红耳彩龟,24.97231308028129,101.48812245314876,云南省,,,云南省,,1
红耳彩龟,44.199198183617455,119.27047576457277,内蒙古自治区,赤峰市,巴林左旗,内蒙古自治区 赤峰市 巴林左旗,,1
红耳彩龟,40.18698478637371,116.41892401824191,北京市,,,北京市,,1
红耳彩龟,23.738660167192396,120.96479657390617,台湾省,,,台湾省,,2
红耳彩龟,36.36196535534078,118.18286398987608,山东省,,,山东省,,1
红耳彩龟,37.57205734892331,112.29532300973166,山西省,,,山西省,,1
红耳彩龟,23.304812771431603,113.41790595544725,广东省,,,广东省,,1
红耳彩龟,32.96486132153154,119.49340941670577,江苏省,,,江苏省,,1
红耳彩龟,33.881426589317435,113.6200303531498,河南省,,,河南省,,1
红耳彩龟,29.89740204472442,119.47505765865165,浙江省,杭州市,,浙江省 杭州市,,1
红耳彩龟,29.182362173122957,120.144261266752,浙江省,,,浙江省,,1
红耳彩龟,17.881890269508578,110.29700571561347,海南省,,,海南省,,1
红耳彩龟,30.973896659164577,112.27555047569828,湖北省,,,湖北省,,1
红耳彩龟,27.60668273712699,111.71415132730344,湖南省,,,湖南省,,1
红耳彩龟,37.880339947627974,100.60822817915785,甘肃省,,,甘肃省,,1
红耳彩龟,26.051721973543824,118.00962802932945,福建省,,,福建省,,1
红耳彩龟,31.489022417428153,88.44350291245746,西藏自治区,,,西藏自治区,,1
红耳彩龟,41.27748726702939,122.60074202098131,辽宁省,,,辽宁省,,1
红耳彩龟,23.332035209606012,113.54345463186125,广东省,广州市,,广东省 广州市,2017,1
美洲牛蛙,22.64248069936475,114.1418629784136,广东省,深圳市,,广东省 深圳市,,1
美洲牛蛙,23.738660167192396,120.96479657390617,台湾省,,,台湾省,1924,1
美洲牛蛙,31.21078225224992,121.48904433261578,上海市,,,上海市,1959,1
美洲牛蛙,24.97231308028129,101.48812245314876,云南省,,,云南省,1959,1
美洲牛蛙,40.18698478637371,116.41892401824191,北京市,,,北京市,1959,1
美洲牛蛙,30.626543552548593,102.69511144026079,四川省,,,四川省,1959,1
美洲牛蛙,39.284685848844944,117.34731364879256,天津市,,,天津市,1959,1
美洲牛蛙,22.51752542481116,113.4045298350969,广东省,中山市,,广东省 中山市,1959,1
美洲牛蛙,23.332035209606012,113.54345463186125,广东省,广州市,,广东省 广州市,1959,1
美洲牛蛙,21.07282899361278,110.16930115192119,广东省,湛江市,,广东省 湛江市,1959,1
美洲牛蛙,31.925232571888543,118.84798461752081,江苏省,南京市,,江苏省 南京市,1959,1
美洲牛蛙,29.72778706869243,121.48336208357286,浙江省,宁波市,,浙江省 宁波市,1959,1
美洲牛蛙,29.89740204472442,119.47505765865165,浙江省,杭州市,,浙江省 杭州市,1959,1
美洲牛蛙,37.880339947627974,100.60822817915785,甘肃省,,,甘肃省,1959,1
美洲牛蛙,24.65871785020035,118.12584842221392,福建省,厦门市,,福建省 厦门市,1959,1
美洲牛蛙,26.04465009082403,119.20674701797596,福建省,福州市,,福建省 福州市,1959,1
美洲牛蛙,28.719283457877527,95.00197454835524,西藏自治区,林芝市,墨脱县,西藏自治区 林芝市 墨脱县,2023,1
豹纹翼甲鲶,23.738660167192396,120.96479657390617,台湾省,,,台湾省,,1
豹纹翼甲鲶,23.304812771431603,113.41790595544725,广东省,,,广东省,1990,1
非洲大蜗牛,25.189558553208744,102.658649035696,云南省,昆明市,五华区,云南省 昆明市 五华区,,1
非洲大蜗牛,22.73288138626794,100.84870782890448,云南省,普洱市,思茅区,云南省 普洱市 思茅区,,1
非洲大蜗牛,24.97231308028129,101.48812245314876,云南省,,,云南省,,1
非洲大蜗牛,39.27435547989023,106.92275952455681,内蒙古自治区,乌海市,海南区,内蒙古自治区 乌海市 海南区,,1
非洲大蜗牛,23.738660167192396,120.96479657390617,台湾省,,,台湾省,,3
非洲大蜗牛,22.68486638390089,111.48646093217845,广东省,云浮市,罗定市,广东省 云浮市 罗定市,,1
非洲大蜗牛,22.97365613364083,113.40681932302805,广东省,广州市,番禺区,广东省 广州市 番禺区,,1
非洲大蜗牛,23.088038389909027,113.22780515462921,广东省,广州市,荔湾区,广东省 广州市 荔湾区,,1
非洲大蜗牛,22.64248069936475,114.1418629784136,广东省,深圳市,,广东省 深圳市,,1
非洲大蜗牛,22.007310785375008,110.95838441276445,广东省,茂名市,,广东省 茂名市,,1
非洲大蜗牛,23.304812771431603,113.41790595544725,广东省,,,广东省,,1
非洲大蜗牛,22.95877511075617,108.54518301395117,广西壮族自治区,南宁市,兴宁区,广西壮族自治区 南宁市 兴宁区,,1
非洲大蜗牛,23.054418636339847,108.46784633417332,广西壮族自治区,南宁市,,广西壮族自治区 南宁市,,1
非洲大蜗牛,23.81827511414045,108.79264334710047,广西壮族自治区,,,广西壮族自治区,,1
非洲大蜗牛,29.114740943773615,119.9568002555214,浙江省,金华市,,浙江省 金华市,,1
非洲大蜗牛,22.15993981190928,113.56722957508072,澳门特别行政区,,,澳门特别行政区,,1
非洲大蜗牛,24.65871785020035,118.12584842221392,福建省,厦门市,,福建省 厦门市,,1
非洲大蜗牛,25.120457947211467,117.90215918037332,福建省,泉州市,安溪县,福建省 泉州市 安溪县,,1
非洲大蜗牛,25.18970375690013,118.26969007185015,福建省,泉州市,,福建省 泉州市,,1
非洲大蜗牛,24.328875408193348,117.45859221708434,福建省,漳州市,,福建省 漳州市,,1
非洲大蜗牛,26.09251791817627,119.28380960629795,福建省,福州市,鼓楼区,福建省 福州市 鼓楼区,,1
非洲大蜗牛,26.051721973543824,118.00962802932945,福建省,,,福建省,,2
非洲大蜗牛,22.37267792146093,114.13739429964244,香港特别行政区,,,香港特别行政区,,2
非洲大蜗牛,47.28384438914077,130.2882496307656,黑龙江省,鹤岗市,南山区,黑龙江省 鹤岗市 南山区,,1
非洲大蜗牛,24.65871785020035,118.12584842221392,福建省,厦门市,,福建省 厦门市,1931,1
非洲大蜗牛,23.703920718597043,105.74410649314528,云南省,文山壮族苗族自治州,富宁县,云南省 文山壮族苗族自治州 富宁县,2001,1
非洲大蜗牛,22.950193358507544,104.26302997748502,云南省,文山壮族苗族自治州,马关县,云南省 文山壮族苗族自治州 马关县,2001,1
非洲大蜗牛,23.220065755134456,104.8964692078795,云南省,文山壮族苗族自治州,麻栗坡县,云南省 文山壮族苗族自治州 麻栗坡县,2001,1
非洲大蜗牛,22.26466443108532,112.67787238138114,广东省,江门市,,广东省 江门市,2006,1
非洲大蜗牛,26.04465009082403,119.20674701797596,福建省,福州市,,福建省 福州市,2014,1
非洲大蜗牛,23.433238210068378,117.06250398136271,广东省,汕头市,南澳县,广东省 汕头市 南澳县,2015,1
非洲大蜗牛,17.881890269508578,110.29700571561347,海南省,,,海南省,2018,1
非洲大蜗牛,23.232384269545282,114.50764817755724,广东省,惠州市,,广东省 惠州市,2024,1
鳄雀鳝,30.626543552548593,102.69511144026079,四川省,,,四川省,,1
鳄雀鳝,23.304812771431603,113.41790595544725,广东省,,,广东省,,1
鳄雀鳝,26.051721973543824,118.00962802932945,福建省,,,福建省,,1
鳄雀鳝,22.37267792146093,114.13739429964244,香港特别行政区,,,香港特别行政区,2009,1
鳄雀鳝,24.97231308028129,101.48812245314876,云南省,,,云南省,2022,1
鳄雀鳝,40.18698478637371,116.41892401824191,北京市,,,北京市,2022,1
鳄雀鳝,31.823966290645266,117.23131958178456,安徽省,,,安徽省,2022,1
鳄雀鳝,36.36196535534078,118.18286398987608,山东省,,,山东省,2022,1
鳄雀鳝,23.304812771431603,113.41790595544725,广东省,,,广东省,2022,1
