species_label,gbif_scientific_name,lat,lng,province,region_code,date,dataset
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.042947,113.148581,Guangdong,CN,2024-01-24T17:00:58,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",19.144456,110.571975,Hainan,CN,2024-02-04T21:51:43,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.040819,100.780769,Yunnan,CN,2024-02-18T16:48,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.65806,114.393684,Guangdong,CN,2024-02-07T11:47:25,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.727964,114.198082,Guangdong,CN,2024-02-02T12:32:09,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.81966,113.277016,Guangdong,CN,2024-06-13T16:16:59,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.217475,113.539597,Guangdong,CN,2024-07-20T16:58:39,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.217797,113.539337,Guangdong,CN,2024-07-23T16:04:19,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.511745,114.042709,Guangdong,CN,2024-07-07T07:38,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.218914,113.539366,Guangdong,CN,2024-08-02T19:30:10,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.742768,109.875352,Guangxi,CN,2024-08-10T16:31:34,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",21.756569,111.635748,Guangdong,CN,2024-08-24T16:27:42,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.118122,113.55092,Ilhas,CN,2024-08-23T13:25:34,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.19715,113.29948,Guangdong,CN,2024-08-24T12:23,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.643892,114.499139,Guangdong,CN,2024-09-01T10:34:54,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.543516,114.047861,Guangdong,CN,2024-10-10T12:19:32,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",19.144879,110.57096,Hainan,CN,2024-10-19T21:26:15,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.136391,113.519737,Guangdong,CN,2024-10-05T12:11:15,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.600692,118.056603,Fujian,CN,2024-10-11T15:49:16,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",19.640648,109.14958,Hainan,CN,2024-10-21T18:47,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.777203,113.968385,Guangdong,CN,2024-11-03T07:57:08,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.554809,114.050268,Guangdong,CN,2024-11-17T10:00,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.117738,113.361393,Guangdong,CN,2024-11-16T11:14:09,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.51126,114.040296,Guangdong,CN,2024-12-01T11:29,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.730552,114.358137,Guangdong,CN,2024-12-12T12:04,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",25.416331,117.347688,Fujian,CN,2023-01-26T14:25:22,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.624777,117.992399,Fujian,CN,2023-01-27T11:06,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",25.289733,117.421621,Fujian,CN,2023-01-26T13:53,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",25.290066,117.421144,Fujian,CN,2023-01-26T13:53,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.631869,114.434367,Guangdong,CN,2023-05-12T17:25,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",21.938845,101.246184,Yunnan,CN,2023-06-18T16:25:35,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.034392,113.296255,Guangdong,CN,2023-06-20T14:31:49,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.634361,114.412308,Guangdong,CN,2023-06-30T08:21,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.809738,113.164187,Guangdong,CN,2023-06-23T17:24:07,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.650178,114.512367,Guangdong,CN,2023-07-18T14:56:59,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.663217,114.522378,Guangdong,CN,2023-07-18T14:27:50,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.120339,100.916511,Yunnan,CN,2023-07-26T17:09:13,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.448519,107.91155,Guangxi,CN,2023-07-30T13:45,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.050387,113.11845,Guangdong,CN,2023-08-05T09:52,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",28.454933,119.912421,Zhejiang,CN,2023-10-16T15:00:52,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.839894,108.29128,Guangxi,CN,2023-10-17T16:48:32,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.148927,113.280386,Guangdong,CN,2023-11-07T12:52:48,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.557241,115.897572,Guangdong,CN,2023-11-08T14:54:24,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.979488,102.79863,Yunnan,CN,2023-11-24T12:54:41,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.326656,109.42338,Guangxi,CN,2023-11-25T04:19,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.326744,109.424012,Guangxi,CN,2023-11-25T00:21,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.330564,109.475202,Guangxi,CN,2023-11-27T12:03,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.664164,116.596215,Fujian,CN,2023-12-20T14:46:13,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.702187,114.210419,Guangdong,CN,2022-06-18T15:11:33,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.543099,114.057868,Guangdong,CN,2022-06-15T11:22:46,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",20.031895,110.21974,Hainan,CN,2022-06-26T08:28:45,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.901551,106.628427,Guangxi,CN,2022-07-16T21:32:50,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",25.870863,118.925453,Fujian,CN,2022-07-18T21:06:19,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",24.451833,118.098958,Fujian,CN,2022-07-16T16:28,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.746152,114.429214,Guangdong,CN,2022-07-29T16:45,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.743728,113.611819,Guangdong,CN,2022-08-20T16:09,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.745936,100.964278,Yunnan,CN,2022-08-01T13:25:15,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",32.159912,118.946609,Jiangsu,CN,2022-08-17T19:17,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.933873,113.88603,Guangdong,CN,2022-09-16T09:49:55,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.218562,113.3319,Guangdong,CN,2022-09-09T18:27,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",21.932023,101.252419,Yunnan,CN,2022-09-14T15:29,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.631679,114.439184,Guangdong,CN,2022-10-19T13:22,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.63783,114.40207,Guangdong,CN,2022-11-10T08:51,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.11643,112.492108,Guangdong,CN,2021-03-07T17:01:26,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.536885,113.930567,Guangdong,CN,2021-06-30T08:13,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",18.630691,110.363512,Hainan,CN,2021-06-14T17:32:55,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.536894,113.930569,Guangdong,CN,2021-07-06T08:01,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.560812,114.11217,Guangdong,CN,2021-07-20T10:59,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.536862,113.930594,Guangdong,CN,2021-07-30T08:28,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.15335,119.287973,Fujian,CN,2021-07-05T14:30,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.197865,112.55438,Guangdong,CN,2021-08-26T17:47:55,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.079258,113.179122,Guangdong,CN,2021-08-07T15:23:58,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.11775,112.496469,Guangdong,CN,2021-11-26T15:52:02,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.105461,112.478682,Guangdong,CN,2021-12-17T15:28:43,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",21.76437,108.353157,Guangxi,CN,2020-01-17T14:15,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.647014,114.294092,Guangdong,CN,2020-05-14T09:46,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.686133,119.534366,Fujian,CN,2020-07-06T15:58,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.53097,113.933143,Guangdong,CN,2019-02-27T09:08,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.105288,112.479236,Guangdong,CN,2019-06-17T11:14Z,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.888715,119.31093,Fujian,CN,2019-09-02T14:25,iNaturalist research-grade observations
